Title,Domestic_Total_Gross,UK_Total_Gross,Actors,Country,British,Genre,Budget
Whatever Works,5306706,309345,"Evan Rachel Wood, Patricia Clarkson, Henry Cavill, Larry David","USA, France",1,Comedy,
Whip It,13043363,542864,"Ellen Page, Kristen Wiig, Juliette Lewis, Daniel Stern, Jimmy Fallon, Marcia Gay Harden",USA,0,Comedy,15000000
Whiplash,13092000,2446616,"Paul Reiser, Miles Teller, J.K. Simmons, Melissa Benoist",USA,0,Drama,3300000
White Chicks,70831760,6352236,"Shawn Wayans, Marlon Wayans",USA,0,Comedy,37000000
White House Down,73103784,7066280,"Jason Clarke, James Woods, Jamie Foxx, Joey King, Richard Jenkins, Maggie Gyllenhaal, Channing Tatum",USA,0,Action,150000000
Wicker Park,13001257,1282125,"Josh Hartnett, Rose Byrne, Matthew Lillard",USA,0,Thriller,
Wild,37862911,1575402,"Laura Dern, Reese Witherspoon, Michiel Huisman",USA,0,Drama,
Wild Hogs,168273550,11962570,"William H. Macy, Tim Allen, John Travolta, Martin Lawrence, Marisa Tomei, Ray Liotta",USA,0,Comedy,
Win Win,10179275,731851,"Amy Ryan, Jeffrey Tambor, Bobby Cannavale, Burt Young, Paul Giamatti, Melanie Lynskey",USA,0,Comedy,
Win a Date with Tad Hamilton!,17071962,971738,"Sean Hayes, Topher Grace, Ginnifer Goodwin, Nathan Lane, Josh Duhamel, Gary Cole, Kate Bosworth",USA,0,Comedy,22000000
Winnie the Pooh,26692846,1176997,"John Cleese, Jim Cummings, Bud Luckey, Craig Ferguson",USA,1,Animation,30000000
Winter's Bone,6531503,947359,"John Hawkes, Jennifer Lawrence",USA,0,Drama,2000000
Winter's Tale,12600231,744442,"Eva Marie Saint, Jennifer Connelly, Will Smith*, Jessica Brown Findlay, William Hurt, Russell Crowe, Colin Farrell",USA,1,Fantasy,60000000
Without a Paddle,58169327,4741444,"Matthew Lillard, Seth Green, Dax Shepard",USA,0,Comedy,19000000
Woman in Gold,17113323,723733,"Daniel Bruhl, Katie Holmes, Helen Mirren, Max Irons, Ryan Reynolds","USA, UK",1,Drama,
Wonderland,1060512,302963,"Lisa Kudrow, Josh Lucas, Carrie Fisher*, Christina Applegate*, Val Kilmer, Kate Bosworth","USA, Canada",0,Drama,
World Trade Center,70278893,9037513,"Nicolas Cage, Maria Bello, Maggie Gyllenhaal, Viola Davis*",USA,0,Drama,65000000
World War Z,202359711,22009608,"Brad Pitt, Mireille Enos, David Morse","USA, Malta",0,Action,190000000
Wrath of the Titans,83670083,12364609,"Sam Worthington, Bill Nighy, Ralph Fiennes, Danny Huston*, Edgar Ramirez, Toby Kebbell, Liam Neeson, Rosamund Pike","USA, Spain",1,Fantasy,150000000
Wreck-It Ralph,189422889,36182022,",  , (Voice), Sarah Silverman , John C. Reilly , Alan Tudyk* ",USA,0,Animation,165000000
Wrong Turn,15418790,2407475,"Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui, Jeremy Sisto","USA, Germany",0,Horror,12600000
X-Men: First Class,146408305,24745982,"James McAvoy, Michael Fassbender, Jason Flemyng, Nicholas Hoult, Oliver Platt, Kevin Bacon, Jennifer Lawrence, Rose Byrne, January Jones","USA, UK",1,Action,160000000
XXX: State of the Union,26873932,5073836,"Ice Cube, Willem Dafoe, Samuel L. Jackson",USA,0,Action,
Yes Man,97690976,15009401,"Jim Carrey, Bradley Cooper, Zooey Deschanel","USA, Australia",0,Comedy,70000000
Yogi Bear,100246011,14569067,",  , Dan Aykroyd , Anna Faris","USA, New Zealand",0,Comedy,80000000
You Don't Mess with the Zohan,100018837,10481344,"Adam Sandler, Rob Schneider, Nick Swardson, Emmanuelle Chriqui, John Turturro",USA,0,Comedy,90000000
You Got Served,40363810,366119,"Omarion Grandberry, Marques Houston, Jennifer Freeman, J-Boog",USA,0,Drama,8000000
You Will Meet a Tall Dark Stranger,3248246,512396,"Naomi Watts, Freida Pinto, Antonio Banderas, Josh Brolin, Theo James*, Anthony Hopkins","USA, Spain",1,Romance,22000000
"You, Me and Dupree",75628110,15250701,"Kate Hudson, Owen Wilson, Matt Dillon, Michael Douglas, Seth Rogen",USA,0,Comedy,54000000
Young Adult,16311571,642287,"Patrick Wilson, Elizabeth Reaser, Patton Oswalt, Charlize Theron",USA,0,Comedy,12000000
Your Highness,21596445,2832457,"James Franco, Natalie Portman, Justin Theroux, Danny McBride, Zooey Deschanel, Toby Jones",USA,0,Comedy,49900000
"Yours, Mine and Ours",53412862,2390452,"Rene Russo, Dennis Quaid",USA,0,Comedy,45000000
Youth in Revolt,15281286,2975566,"Portia Doubleday, Steve Buscemi, Fred Willard, Zach Galifianakis, Michael Cera, Justin Long, Rooney Mara, Ray Liotta",USA,0,Comedy,18000000
Zathura,29258869,7650052,"Jonah Bobo, Dax Shepard, Tim Robbins, Josh Hutcherson, Kristen Stewart",USA,0,Adventure,65000000
Zero Dark Thirty,95720716,5745075,"Jason Clarke, James Gandolfini*, Joel Edgerton, Kyle Chandler, Jennifer Ehle, Chris Pratt*, Edgar Ramirez, Jessica Chastain, Mark Strong",USA,1,Thriller,40000000
Zodiac,33080084,7375756,"Mark Ruffalo, Jake Gyllenhaal, Brian Cox, Chloe Sevigny, Anthony Edwards, Robert Downey, Jr.",USA,1,Thriller,65000000
Zombieland,75590286,5549291,"Woody Harrelson, Bill Murray*, Abigail Breslin, Emma Stone, Jesse Eisenberg, Amber Heard*",USA,0,Horror,23600000
Zookeeper,80360843,5748511,",  , Leslie Bibb, Rosario Dawson, Kevin James, Don Rickles* , (Voice), Nick Nolte* , Donnie Wahlberg, Ken Jeong",USA,0,Comedy,80000000
